id,startup_id,update_type,title,description,update_date,is_published,created_by,created_at,updated_at
40,12,Hiring,GeneticaAI Ventures - Hiring,"GeneticaAI Ventures has announced a hiring milestone, strengthening its position in the DeepTech space.",2020-05-12,0,1,2020-01-06 03:14:13,2024-06-09 02:23:38
41,12,Hiring,GeneticaAI Ventures - Hiring,"GeneticaAI Ventures has announced a hiring milestone, strengthening its position in the DeepTech space.",2023-11-30,1,1,2022-05-11 17:19:18,2024-12-18 17:04:07
42,13,Media Feature,BioCore - Media Feature,"BioCore has announced a media feature milestone, strengthening its position in the AI/ML space.",2023-03-06,1,1,2020-03-10 05:37:08,2024-05-11 20:43:22
43,13,Media Feature,BioCore - Media Feature,"BioCore has announced a media feature milestone, strengthening its position in the AI/ML space.",2024-02-26,1,1,2021-08-09 11:03:14,2024-10-07 16:38:47
44,13,Expansion,BioCore - Expansion,"BioCore has announced a expansion milestone, strengthening its position in the AI/ML space.",2023-07-10,1,1,2024-01-27 16:58:04,2023-05-16 13:47:17
45,13,Partnership,BioCore - Partnership,"BioCore has announced a partnership milestone, strengthening its position in the AI/ML space.",2023-07-25,1,1,2020-05-02 10:06:35,2024-09-16 02:20:46
46,14,Media Feature,OrderFresh AI - Media Feature,"OrderFresh AI has announced a media feature milestone, strengthening its position in the E-Commerce space.",2023-06-21,1,1,2024-02-29 18:15:57,2024-05-02 23:11:37
47,14,Funding,OrderFresh AI - Funding,"OrderFresh AI has announced a funding milestone, strengthening its position in the E-Commerce space.",2024-04-13,1,1,2024-07-02 17:04:02,2024-11-07 00:27:40
48,14,Award,OrderFresh AI - Award,"OrderFresh AI has announced a award milestone, strengthening its position in the E-Commerce space.",2023-03-20,0,1,2024-12-02 11:44:36,2023-01-11 23:53:47
49,14,Partnership,OrderFresh AI - Partnership,"OrderFresh AI has announced a partnership milestone, strengthening its position in the E-Commerce space.",2024-12-08,0,1,2020-11-25 01:11:12,2024-04-28 16:55:27
50,15,Funding,ShopZone Labs - Funding,"ShopZone Labs has announced a funding milestone, strengthening its position in the HealthTech space.",2020-04-03,1,1,2024-03-14 02:40:06,2024-05-08 15:45:13
51,15,Award,ShopZone Labs - Award,"ShopZone Labs has announced a award milestone, strengthening its position in the HealthTech space.",2024-12-21,0,1,2023-08-28 08:47:39,2023-12-05 08:01:38
52,16,Funding,CarbonCut Hub - Funding,"CarbonCut Hub has announced a funding milestone, strengthening its position in the DeepTech space.",2023-12-28,1,1,2020-12-10 08:04:00,2024-01-18 01:16:58
53,16,Patent Filed,CarbonCut Hub - Patent Filed,"CarbonCut Hub has announced a patent filed milestone, strengthening its position in the DeepTech space.",2019-01-26,1,1,2020-01-14 14:44:21,2023-01-11 18:42:55
54,16,Product Launch,CarbonCut Hub - Product Launch,"CarbonCut Hub has announced a product launch milestone, strengthening its position in the DeepTech space.",2013-04-30,1,1,2024-05-24 12:57:03,2024-04-07 11:09:28
55,16,Patent Filed,CarbonCut Hub - Patent Filed,"CarbonCut Hub has announced a patent filed milestone, strengthening its position in the DeepTech space.",2021-09-05,1,1,2020-04-28 18:02:51,2023-03-05 07:24:27
56,16,Government Grant,CarbonCut Hub - Government Grant,"CarbonCut Hub has announced a government grant milestone, strengthening its position in the DeepTech space.",2014-03-17,1,1,2024-03-27 08:40:24,2023-10-13 09:36:54
57,17,Government Grant,FarmByte Pro - Government Grant,"FarmByte Pro has announced a government grant milestone, strengthening its position in the AgriTech space.",2022-10-08,1,1,2022-08-06 11:49:54,2024-03-16 03:45:59
58,18,Government Grant,RideFast Plus - Government Grant,"RideFast Plus has announced a government grant milestone, strengthening its position in the FoodTech space.",2023-03-10,0,1,2024-12-28 08:46:24,2023-08-29 15:51:26
59,18,Revenue Milestone,RideFast Plus - Revenue Milestone,"RideFast Plus has announced a revenue milestone milestone, strengthening its position in the FoodTech space.",2024-12-25,1,1,2023-06-30 03:05:11,2023-05-02 08:51:54
60,18,Award,RideFast Plus - Award,"RideFast Plus has announced a award milestone, strengthening its position in the FoodTech space.",2024-07-24,1,1,2020-11-26 21:03:18,2024-04-21 21:58:19
61,18,Patent Filed,RideFast Plus - Patent Filed,"RideFast Plus has announced a patent filed milestone, strengthening its position in the FoodTech space.",2022-04-16,1,1,2021-08-10 04:27:18,2024-11-26 08:46:33
62,18,Patent Filed,RideFast Plus - Patent Filed,"RideFast Plus has announced a patent filed milestone, strengthening its position in the FoodTech space.",2024-05-18,0,1,2024-09-09 22:24:17,2024-05-05 13:53:35
63,18,Partnership,RideFast Plus - Partnership,"RideFast Plus has announced a partnership milestone, strengthening its position in the FoodTech space.",2024-03-22,1,1,2024-06-26 09:05:52,2023-11-12 02:11:16
64,19,Patent Filed,NanoTech India - Patent Filed,"NanoTech India has announced a patent filed milestone, strengthening its position in the EV space.",2023-02-12,0,1,2021-05-24 11:34:37,2023-07-31 16:37:39
65,19,Funding,NanoTech India - Funding,"NanoTech India has announced a funding milestone, strengthening its position in the EV space.",2024-12-16,1,1,2023-12-19 23:17:59,2023-03-03 08:13:53
66,19,Patent Filed,NanoTech India - Patent Filed,"NanoTech India has announced a patent filed milestone, strengthening its position in the EV space.",2024-02-08,0,1,2024-05-08 09:11:00,2024-03-25 12:02:16
67,19,Media Feature,NanoTech India - Media Feature,"NanoTech India has announced a media feature milestone, strengthening its position in the EV space.",2023-07-25,0,1,2022-04-06 04:59:24,2024-05-05 08:40:23
68,20,Expansion,LearnSphere India - Expansion,"LearnSphere India has announced a expansion milestone, strengthening its position in the DeepTech space.",2024-04-28,0,1,2022-03-06 07:44:07,2024-05-31 04:43:16
69,20,Product Launch,LearnSphere India - Product Launch,"LearnSphere India has announced a product launch milestone, strengthening its position in the DeepTech space.",2024-11-10,1,1,2023-09-08 01:47:23,2023-12-04 04:27:46
70,20,Hiring,LearnSphere India - Hiring,"LearnSphere India has announced a hiring milestone, strengthening its position in the DeepTech space.",2020-06-30,1,1,2024-03-15 07:38:30,2023-06-21 10:23:10
71,20,Media Feature,LearnSphere India - Media Feature,"LearnSphere India has announced a media feature milestone, strengthening its position in the DeepTech space.",2020-03-11,1,1,2022-03-08 19:56:30,2024-11-19 20:44:08
72,20,Expansion,LearnSphere India - Expansion,"LearnSphere India has announced a expansion milestone, strengthening its position in the DeepTech space.",2022-12-29,1,1,2021-04-11 08:53:01,2023-02-17 19:23:22
73,20,Hiring,LearnSphere India - Hiring,"LearnSphere India has announced a hiring milestone, strengthening its position in the DeepTech space.",2024-11-01,1,1,2023-05-04 03:13:54,2023-04-19 17:08:00
74,21,Hiring,QuantumTech Labs - Hiring,"QuantumTech Labs has announced a hiring milestone, strengthening its position in the Cybersecurity space.",2016-04-22,0,1,2021-11-06 08:24:56,2023-12-13 08:09:11
75,21,Revenue Milestone,QuantumTech Labs - Revenue Milestone,"QuantumTech Labs has announced a revenue milestone milestone, strengthening its position in the Cybersecurity space.",2019-11-12,1,1,2022-06-14 21:47:20,2024-05-06 10:36:24
76,21,Award,QuantumTech Labs - Award,"QuantumTech Labs has announced a award milestone, strengthening its position in the Cybersecurity space.",2024-12-21,1,1,2020-06-01 17:21:49,2023-09-12 23:33:53
77,21,Patent Filed,QuantumTech Labs - Patent Filed,"QuantumTech Labs has announced a patent filed milestone, strengthening its position in the Cybersecurity space.",2016-07-25,1,1,2021-03-14 14:39:31,2023-11-26 16:51:29
78,21,Partnership,QuantumTech Labs - Partnership,"QuantumTech Labs has announced a partnership milestone, strengthening its position in the Cybersecurity space.",2019-11-28,1,1,2023-05-20 09:03:38,2024-05-13 20:01:39
79,22,Government Grant,BuildBot Ventures - Government Grant,"BuildBot Ventures has announced a government grant milestone, strengthening its position in the FoodTech space.",2023-03-17,1,1,2024-03-20 15:23:18,2023-07-22 09:50:23
80,23,Media Feature,LabGen AI - Media Feature,"LabGen AI has announced a media feature milestone, strengthening its position in the Robotics space.",2023-03-02,1,1,2022-09-28 19:46:36,2024-01-04 17:54:34
81,23,Partnership,LabGen AI - Partnership,"LabGen AI has announced a partnership milestone, strengthening its position in the Robotics space.",2020-09-15,0,1,2020-12-10 12:05:55,2024-08-12 08:25:37
82,24,Government Grant,AgriVision Tech - Government Grant,"AgriVision Tech has announced a government grant milestone, strengthening its position in the Cybersecurity space.",2019-01-29,1,1,2024-10-21 07:28:02,2024-04-11 22:42:14
83,24,Hiring,AgriVision Tech - Hiring,"AgriVision Tech has announced a hiring milestone, strengthening its position in the Cybersecurity space.",2022-02-20,1,1,2024-07-03 03:32:08,2023-01-16 18:59:03
84,24,Government Grant,AgriVision Tech - Government Grant,"AgriVision Tech has announced a government grant milestone, strengthening its position in the Cybersecurity space.",2024-08-07,1,1,2024-06-01 04:29:52,2024-05-20 14:35:41
85,24,Hiring,AgriVision Tech - Hiring,"AgriVision Tech has announced a hiring milestone, strengthening its position in the Cybersecurity space.",2019-03-24,1,1,2024-06-18 22:31:04,2024-12-18 22:43:11
86,25,Government Grant,RetailX Now - Government Grant,"RetailX Now has announced a government grant milestone, strengthening its position in the E-Commerce space.",2024-09-12,1,1,2020-07-30 16:00:33,2023-03-02 08:25:50
87,25,Hiring,RetailX Now - Hiring,"RetailX Now has announced a hiring milestone, strengthening its position in the E-Commerce space.",2024-06-26,0,1,2020-04-08 10:45:58,2024-10-05 01:22:13
88,26,Revenue Milestone,SkillUp India - Revenue Milestone,"SkillUp India has announced a revenue milestone milestone, strengthening its position in the AgriTech space.",2020-05-30,1,1,2022-06-25 22:31:17,2024-12-04 05:04:57
89,26,Expansion,SkillUp India - Expansion,"SkillUp India has announced a expansion milestone, strengthening its position in the AgriTech space.",2023-03-07,1,1,2023-03-30 18:21:29,2023-06-13 02:49:25
90,26,Funding,SkillUp India - Funding,"SkillUp India has announced a funding milestone, strengthening its position in the AgriTech space.",2016-11-19,0,1,2020-12-10 03:06:34,2024-11-18 03:14:20
91,26,Award,SkillUp India - Award,"SkillUp India has announced a award milestone, strengthening its position in the AgriTech space.",2024-04-27,0,1,2023-09-03 06:46:52,2024-02-24 23:13:03
92,26,Hiring,SkillUp India - Hiring,"SkillUp India has announced a hiring milestone, strengthening its position in the AgriTech space.",2024-07-10,0,1,2021-05-29 04:53:22,2024-09-20 16:14:51
93,26,Media Feature,SkillUp India - Media Feature,"SkillUp India has announced a media feature milestone, strengthening its position in the AgriTech space.",2019-06-04,1,1,2022-08-31 10:24:12,2024-12-20 15:21:18
94,27,Revenue Milestone,RoboArm Tech - Revenue Milestone,"RoboArm Tech has announced a revenue milestone milestone, strengthening its position in the AgriTech space.",2022-12-03,1,1,2022-05-06 07:16:23,2023-11-11 10:26:20
95,28,Award,NeuralHub Hub - Award,"NeuralHub Hub has announced a award milestone, strengthening its position in the EV space.",2019-10-28,0,1,2023-05-19 16:35:25,2023-12-04 16:22:44
96,29,Partnership,TaxiApp - Partnership,"TaxiApp has announced a partnership milestone, strengthening its position in the EV space.",2019-01-28,1,1,2021-01-06 10:31:29,2024-09-24 03:06:36
97,29,Media Feature,TaxiApp - Media Feature,"TaxiApp has announced a media feature milestone, strengthening its position in the EV space.",2017-09-26,1,1,2023-01-05 21:25:55,2023-09-29 20:03:11
98,30,Expansion,RoboSys Now - Expansion,"RoboSys Now has announced a expansion milestone, strengthening its position in the EdTech space.",2023-05-24,1,1,2024-09-22 01:27:21,2023-01-05 17:20:59
99,30,Media Feature,RoboSys Now - Media Feature,"RoboSys Now has announced a media feature milestone, strengthening its position in the EdTech space.",2024-05-17,0,1,2023-11-01 19:19:05,2024-07-28 02:16:45
100,30,Expansion,RoboSys Now - Expansion,"RoboSys Now has announced a expansion milestone, strengthening its position in the EdTech space.",2018-06-07,1,1,2024-02-04 02:35:11,2024-12-22 21:18:12
101,30,Government Grant,RoboSys Now - Government Grant,"RoboSys Now has announced a government grant milestone, strengthening its position in the EdTech space.",2019-06-17,0,1,2021-12-31 08:08:06,2023-03-26 13:17:16
102,30,Revenue Milestone,RoboSys Now - Revenue Milestone,"RoboSys Now has announced a revenue milestone milestone, strengthening its position in the EdTech space.",2023-01-03,1,1,2024-08-31 05:24:14,2023-08-14 18:43:04
103,30,Product Launch,RoboSys Now - Product Launch,"RoboSys Now has announced a product launch milestone, strengthening its position in the EdTech space.",2021-07-07,1,1,2024-07-02 16:21:09,2023-12-13 06:41:07
104,31,Award,TasteBox Now - Award,"TasteBox Now has announced a award milestone, strengthening its position in the EdTech space.",2016-01-15,1,1,2024-06-06 03:31:07,2023-10-17 16:30:09
105,31,Media Feature,TasteBox Now - Media Feature,"TasteBox Now has announced a media feature milestone, strengthening its position in the EdTech space.",2017-09-05,1,1,2020-06-01 16:38:14,2024-03-26 15:20:51
106,32,Government Grant,SaaSify India - Government Grant,"SaaSify India has announced a government grant milestone, strengthening its position in the FinTech space.",2024-07-08,1,1,2020-09-28 05:15:07,2023-05-23 19:57:36
107,32,Media Feature,SaaSify India - Media Feature,"SaaSify India has announced a media feature milestone, strengthening its position in the FinTech space.",2017-03-27,1,1,2021-12-06 13:42:53,2024-09-09 22:45:28
108,32,Partnership,SaaSify India - Partnership,"SaaSify India has announced a partnership milestone, strengthening its position in the FinTech space.",2015-06-03,1,1,2022-07-23 18:06:16,2023-02-23 03:59:11
109,32,Patent Filed,SaaSify India - Patent Filed,"SaaSify India has announced a patent filed milestone, strengthening its position in the FinTech space.",2024-05-01,1,1,2020-03-17 22:19:57,2024-02-15 14:41:41
110,32,Media Feature,SaaSify India - Media Feature,"SaaSify India has announced a media feature milestone, strengthening its position in the FinTech space.",2020-07-14,1,1,2024-03-17 06:05:53,2023-08-07 11:04:38
111,33,Partnership,CityRide Solutions - Partnership,"CityRide Solutions has announced a partnership milestone, strengthening its position in the Logistics space.",2020-10-02,1,1,2024-10-03 08:10:50,2023-02-20 20:29:41
112,34,Award,UrbanRide Ventures - Award,"UrbanRide Ventures has announced a award milestone, strengthening its position in the FoodTech space.",2018-06-29,0,1,2021-06-18 18:48:56,2024-04-12 12:57:59
113,34,Award,UrbanRide Ventures - Award,"UrbanRide Ventures has announced a award milestone, strengthening its position in the FoodTech space.",2023-04-11,1,1,2023-07-28 03:51:07,2024-04-08 02:57:10
114,35,Hiring,ServeCloud Now - Hiring,"ServeCloud Now has announced a hiring milestone, strengthening its position in the Renewable Energy space.",2022-04-01,0,1,2023-09-29 03:38:37,2024-07-27 16:54:39
115,35,Patent Filed,ServeCloud Now - Patent Filed,"ServeCloud Now has announced a patent filed milestone, strengthening its position in the Renewable Energy space.",2023-05-22,1,1,2023-05-23 20:43:50,2024-08-28 03:34:24
116,35,Product Launch,ServeCloud Now - Product Launch,"ServeCloud Now has announced a product launch milestone, strengthening its position in the Renewable Energy space.",2023-02-16,1,1,2020-07-05 06:32:41,2024-04-07 05:06:50
117,36,Patent Filed,UrbanRide Box - Patent Filed,"UrbanRide Box has announced a patent filed milestone, strengthening its position in the ClimateTech space.",2021-02-19,1,1,2023-12-09 01:44:00,2024-08-31 04:43:05
118,36,Hiring,UrbanRide Box - Hiring,"UrbanRide Box has announced a hiring milestone, strengthening its position in the ClimateTech space.",2016-03-02,1,1,2021-02-13 21:35:13,2024-09-19 08:41:16
119,36,Product Launch,UrbanRide Box - Product Launch,"UrbanRide Box has announced a product launch milestone, strengthening its position in the ClimateTech space.",2018-04-01,0,1,2024-05-29 19:26:48,2024-04-27 03:52:16
120,36,Product Launch,UrbanRide Box - Product Launch,"UrbanRide Box has announced a product launch milestone, strengthening its position in the ClimateTech space.",2024-11-21,1,1,2022-10-13 01:41:59,2024-09-06 12:59:29
121,37,Funding,BioCore Tech - Funding,"BioCore Tech has announced a funding milestone, strengthening its position in the BioTech space.",2024-12-05,1,1,2020-02-24 03:56:40,2023-03-09 00:28:15
122,37,Patent Filed,BioCore Tech - Patent Filed,"BioCore Tech has announced a patent filed milestone, strengthening its position in the BioTech space.",2023-06-18,1,1,2024-08-04 02:10:16,2023-12-05 23:39:25
123,37,Government Grant,BioCore Tech - Government Grant,"BioCore Tech has announced a government grant milestone, strengthening its position in the BioTech space.",2020-12-02,0,1,2020-11-30 17:29:55,2024-08-27 11:25:15
124,37,Product Launch,BioCore Tech - Product Launch,"BioCore Tech has announced a product launch milestone, strengthening its position in the BioTech space.",2021-09-19,0,1,2020-01-22 10:37:54,2024-06-25 02:08:04
125,38,Hiring,MoveIt Solutions - Hiring,"MoveIt Solutions has announced a hiring milestone, strengthening its position in the AgriTech space.",2018-04-11,0,1,2024-01-31 05:17:09,2024-09-24 23:39:33
126,38,Hiring,MoveIt Solutions - Hiring,"MoveIt Solutions has announced a hiring milestone, strengthening its position in the AgriTech space.",2024-02-06,1,1,2023-07-08 08:18:05,2023-06-23 21:53:32
127,38,Award,MoveIt Solutions - Award,"MoveIt Solutions has announced a award milestone, strengthening its position in the AgriTech space.",2020-03-09,1,1,2022-05-17 04:01:18,2024-11-08 05:59:22
128,38,Hiring,MoveIt Solutions - Hiring,"MoveIt Solutions has announced a hiring milestone, strengthening its position in the AgriTech space.",2023-02-04,1,1,2021-07-01 08:44:24,2023-09-05 13:33:40
129,38,Media Feature,MoveIt Solutions - Media Feature,"MoveIt Solutions has announced a media feature milestone, strengthening its position in the AgriTech space.",2024-09-23,1,1,2024-02-22 09:21:10,2024-02-21 15:32:52
130,38,Government Grant,MoveIt Solutions - Government Grant,"MoveIt Solutions has announced a government grant milestone, strengthening its position in the AgriTech space.",2021-05-29,1,1,2021-04-06 22:52:33,2023-08-14 07:19:11
131,39,Expansion,FieldSense Solutions - Expansion,"FieldSense Solutions has announced a expansion milestone, strengthening its position in the FoodTech space.",2022-04-26,1,1,2024-11-09 08:04:31,2024-06-28 16:05:00
132,39,Expansion,FieldSense Solutions - Expansion,"FieldSense Solutions has announced a expansion milestone, strengthening its position in the FoodTech space.",2022-01-09,1,1,2020-01-06 08:13:58,2024-11-08 18:18:30
133,40,Media Feature,ShopZone - Media Feature,"ShopZone has announced a media feature milestone, strengthening its position in the HealthTech space.",2022-12-15,0,1,2022-02-20 17:41:50,2023-11-11 11:31:32
134,40,Patent Filed,ShopZone - Patent Filed,"ShopZone has announced a patent filed milestone, strengthening its position in the HealthTech space.",2023-07-02,1,1,2024-02-06 17:01:07,2024-12-03 08:55:35
135,40,Hiring,ShopZone - Hiring,"ShopZone has announced a hiring milestone, strengthening its position in the HealthTech space.",2023-02-14,1,1,2023-06-21 06:44:09,2024-08-02 01:02:56
136,40,Patent Filed,ShopZone - Patent Filed,"ShopZone has announced a patent filed milestone, strengthening its position in the HealthTech space.",2022-10-15,1,1,2022-06-17 16:49:31,2023-02-02 21:53:12
137,40,Hiring,ShopZone - Hiring,"ShopZone has announced a hiring milestone, strengthening its position in the HealthTech space.",2023-02-09,0,1,2024-05-26 03:25:53,2024-05-25 07:57:16
138,41,Expansion,DroneBot Labs - Expansion,"DroneBot Labs has announced a expansion milestone, strengthening its position in the E-Commerce space.",2019-12-17,0,1,2024-02-20 09:49:58,2024-12-20 08:33:31
139,41,Award,DroneBot Labs - Award,"DroneBot Labs has announced a award milestone, strengthening its position in the E-Commerce space.",2020-05-22,0,1,2023-10-24 10:54:10,2023-02-04 16:42:13
140,42,Government Grant,FoodHub Labs - Government Grant,"FoodHub Labs has announced a government grant milestone, strengthening its position in the AI/ML space.",2022-05-08,1,1,2024-10-25 05:08:11,2024-02-11 21:35:33
141,42,Funding,FoodHub Labs - Funding,"FoodHub Labs has announced a funding milestone, strengthening its position in the AI/ML space.",2019-10-31,1,1,2021-07-18 00:52:21,2024-01-24 00:25:33
142,42,Revenue Milestone,FoodHub Labs - Revenue Milestone,"FoodHub Labs has announced a revenue milestone milestone, strengthening its position in the AI/ML space.",2016-12-06,1,1,2021-09-25 20:32:46,2024-09-06 21:47:46
143,43,Partnership,LearnSphere Now - Partnership,"LearnSphere Now has announced a partnership milestone, strengthening its position in the AI/ML space.",2018-03-11,0,1,2022-11-28 12:25:42,2024-03-03 09:16:12
144,43,Hiring,LearnSphere Now - Hiring,"LearnSphere Now has announced a hiring milestone, strengthening its position in the AI/ML space.",2019-03-08,1,1,2020-07-12 18:20:55,2024-07-14 19:27:24
